TF	Targets	Key	Mode
HOXD3	ITGA5	HOXD3_ITGA5	unknown
HOXD3	ITGAV	HOXD3_ITGAV	unknown
HOXD3	ITGB1	HOXD3_ITGB1	unknown
HOXD3	ITGB3	HOXD3_ITGB3	unknown
HOXD3	PLAU	HOXD3_PLAU	unknown
HOXD9	HOXD9	HOXD9_HOXD9	unknown
HR	OLR1	HR_OLR1	unknown
HSF1	ABCB1	HSF1_ABCB1	unknown
HSF1	ATG7	HSF1_ATG7	unknown
HSF1	BAG3	HSF1_BAG3	unknown
HSF1	CDKN1A	HSF1_CDKN1A	unknown
HSF1	CRYGA	HSF1_CRYGA	unknown
HSF1	CRYGB	HSF1_CRYGB	unknown
HSF1	FKBP4	HSF1_FKBP4	unknown
HSF1	FUT4	HSF1_FUT4	unknown
HSF1	GUCA2B	HSF1_GUCA2B	unknown
HSF1	HLA-G	HSF1_HLA-G	unknown
HSF1	HOPX	HSF1_HOPX	unknown
HSF1	HSD17B6	HSF1_HSD17B6	unknown
HSF1	HSP90B2P	HSF1_HSP90B2P	unknown
HSF1	HSPA1A	HSF1_HSPA1A	unknown
HSF1	HSPA1B	HSF1_HSPA1B	unknown
HSF1	HSPA4	HSF1_HSPA4	unknown
HSF1	IL1B	HSF1_IL1B	unknown
HSF1	JUN	HSF1_JUN	unknown
HSF1	LDHA	HSF1_LDHA	unknown
HSF1	MAP3K14	HSF1_MAP3K14	unknown
HSF1	MICA	HSF1_MICA	unknown
HSF1	MICB	HSF1_MICB	unknown
HSF1	NAT1	HSF1_NAT1	unknown
HSF1	NFKB1	HSF1_NFKB1	unknown
HSF1	POLK	HSF1_POLK	unknown
HSF1	RELA	HSF1_RELA	unknown
HSF1	SERPINE1	HSF1_SERPINE1	unknown
HSF1	SESN3	HSF1_SESN3	unknown
HSF1	STIP1	HSF1_STIP1	unknown
HSF1	TNF	HSF1_TNF	unknown
HSF1	UBB	HSF1_UBB	unknown
HSF2	FOS	HSF2_FOS	unknown
HSF2	HIF1A	HSF2_HIF1A	unknown
HSF2	HSPA4	HSF2_HSPA4	unknown
HSF2	MAP2K4	HSF2_MAP2K4	unknown
HSF2	MAPK8	HSF2_MAPK8	unknown
HSF2	TNFSF11	HSF2_TNFSF11	unknown
HSF2	TXN	HSF2_TXN	unknown
HSF4	CRYGC	HSF4_CRYGC	unknown
HSF4	DNASE2B	HSF4_DNASE2B	unknown
HSF4	HIF1A	HSF4_HIF1A	unknown
HSF4	RAD51	HSF4_RAD51	unknown
HTATIP2	MMP2	HTATIP2_MMP2	unknown
HTATIP2	SPP1	HTATIP2_SPP1	unknown
HTATIP2	VEGFA	HTATIP2_VEGFA	unknown
ID1	ZNF148	ID1_ZNF148	unknown
ID2	SNAI1	ID2_SNAI1	unknown
ID2	TERT	ID2_TERT	unknown
ID3	TCF3	ID3_TCF3	unknown
ID3	VEGFA	ID3_VEGFA	unknown
ID4	BRCA1	ID4_BRCA1	unknown
ID4	SOX2	ID4_SOX2	unknown
IFI16	BRCA1	IFI16_BRCA1	unknown
IFI16	ICAM1	IFI16_ICAM1	unknown
IFI16	MYC	IFI16_MYC	unknown
IFI16	TP53	IFI16_TP53	unknown
IFI16	WT1	IFI16_WT1	unknown
IKBKB	CD44	IKBKB_CD44	unknown
IKBKB	CXCL8	IKBKB_CXCL8	unknown
IKBKB	MMP9	IKBKB_MMP9	unknown
IKBKB	NOS2	IKBKB_NOS2	unknown
IKBKB	TP53	IKBKB_TP53	unknown
IKBKB	VCAM1	IKBKB_VCAM1	unknown
IKZF1	FGFR4	IKZF1_FGFR4	unknown
ILF2	ACRV1	ILF2_ACRV1	unknown
ILF2	IL2	ILF2_IL2	unknown
ILF2	ILF3	ILF2_ILF3	unknown
ILF3	ACRV1	ILF3_ACRV1	unknown
ILF3	BIRC5	ILF3_BIRC5	unknown
ILF3	HLA-DQA1	ILF3_HLA-DQA1	unknown
ILF3	HLA-DRA	ILF3_HLA-DRA	unknown
ILF3	HLA-DRB1	ILF3_HLA-DRB1	unknown
ILF3	IL2	ILF3_IL2	unknown
ILF3	PLAU	ILF3_PLAU	unknown
ING1	AFP	ING1_AFP	unknown
ING1	BAX	ING1_BAX	unknown
ING1	CASP3	ING1_CASP3	unknown
ING1	CDKN1A	ING1_CDKN1A	unknown
ING1	FAT1	ING1_FAT1	unknown
ING1	PCNA	ING1_PCNA	unknown
ING1	TP53	ING1_TP53	unknown
ING2	BCL2	ING2_BCL2	unknown
ING2	MMP13	ING2_MMP13	unknown
ING2	TMEM71	ING2_TMEM71	unknown
ING4	ANGPT1	ING4_ANGPT1	unknown
ING4	ARL6IP5	ING4_ARL6IP5	unknown
ING4	BAX	ING4_BAX	unknown
ING4	BCL2	ING4_BCL2	unknown
ING4	CASP3	ING4_CASP3	unknown
ING4	CCND1	ING4_CCND1	unknown
ING4	CDKN1A	ING4_CDKN1A	unknown
ING4	CDKN1B	ING4_CDKN1B	unknown
ING4	CXCL8	ING4_CXCL8	unknown
ING4	NGF	ING4_NGF	unknown
ING4	NTRK1	ING4_NTRK1	unknown
ING4	PTGS2	ING4_PTGS2	unknown
ING4	SKP2	ING4_SKP2	unknown
ING4	SPP1	ING4_SPP1	unknown
ING4	TP53	ING4_TP53	unknown
IRF1	BCL2	IRF1_BCL2	unknown
IRF1	CASP7	IRF1_CASP7	unknown
IRF1	CCL5	IRF1_CCL5	unknown
IRF1	CCNB1	IRF1_CCNB1	unknown
IRF1	CCNE1	IRF1_CCNE1	unknown
IRF1	CD40	IRF1_CD40	unknown
IRF1	CDK1	IRF1_CDK1	unknown
IRF1	CDK2	IRF1_CDK2	unknown
IRF1	CDK4	IRF1_CDK4	unknown
IRF1	CDKN1A	IRF1_CDKN1A	unknown
IRF1	CEACAM1	IRF1_CEACAM1	unknown
IRF1	CIITA	IRF1_CIITA	unknown
IRF1	CXCL10	IRF1_CXCL10	unknown
IRF1	CYBB	IRF1_CYBB	unknown
IRF1	DDX58	IRF1_DDX58	unknown
IRF1	DST	IRF1_DST	unknown
IRF1	E2F1	IRF1_E2F1	unknown
IRF1	EIF2AK2	IRF1_EIF2AK2	unknown
IRF1	ERAP2	IRF1_ERAP2	unknown
IRF1	FASLG	IRF1_FASLG	unknown
IRF1	FOXP3	IRF1_FOXP3	unknown
IRF1	HLA-A	IRF1_HLA-A	unknown
IRF1	HLA-G	IRF1_HLA-G	unknown
IRF1	IFIT3	IRF1_IFIT3	unknown
IRF1	IFNA1	IRF1_IFNA1	unknown
IRF1	IFNA13	IRF1_IFNA13	unknown
IRF1	IFNB1	IRF1_IFNB1	unknown
IRF1	IFNG	IRF1_IFNG	unknown
IRF1	IL10	IRF1_IL10	unknown
IRF1	IL12A	IRF1_IL12A	unknown
IRF1	IL12B	IRF1_IL12B	unknown
IRF1	IL27	IRF1_IL27	unknown
IRF1	IRF2	IRF1_IRF2	unknown
IRF1	MMP9	IRF1_MMP9	unknown
IRF1	MYB	IRF1_MYB	unknown
IRF1	NCF2	IRF1_NCF2	unknown
IRF1	OGN	IRF1_OGN	unknown
IRF1	PIGR	IRF1_PIGR	unknown
IRF1	POLH	IRF1_POLH	unknown
IRF1	PSMB10	IRF1_PSMB10	unknown
IRF1	PSMB9	IRF1_PSMB9	unknown
IRF1	SLPI	IRF1_SLPI	unknown
IRF1	SOCS1	IRF1_SOCS1	unknown
IRF1	SOCS2	IRF1_SOCS2	unknown
IRF1	TAP1	IRF1_TAP1	unknown
IRF1	TAP2	IRF1_TAP2	unknown
IRF1	TAPBP	IRF1_TAPBP	unknown
IRF1	TNFSF10	IRF1_TNFSF10	unknown
IRF1	TP53	IRF1_TP53	unknown
IRF1	TRIM22	IRF1_TRIM22	unknown
IRF1	VCAM1	IRF1_VCAM1	unknown
IRF2	CIITA	IRF2_CIITA	unknown
IRF2	CXCR4	IRF2_CXCR4	unknown
IRF2	DST	IRF2_DST	unknown
IRF2	ERAP2	IRF2_ERAP2	unknown
IRF2	IFNB1	IRF2_IFNB1	unknown
IRF2	IFNGR1	IRF2_IFNGR1	unknown
IRF2	IL4	IRF2_IL4	unknown
IRF2	TAP1	IRF2_TAP1	unknown
IRF3	ABCC2	IRF3_ABCC2	unknown
IRF3	CCL2	IRF3_CCL2	unknown
IRF3	CCL5	IRF3_CCL5	unknown
IRF3	CXCL10	IRF3_CXCL10	unknown
IRF3	IFNA1	IRF3_IFNA1	unknown
IRF3	IFNB1	IRF3_IFNB1	unknown
IRF3	IFNL1	IRF3_IFNL1	unknown
IRF3	IRF5	IRF3_IRF5	unknown
IRF3	IRF7	IRF3_IRF7	unknown
IRF3	MAVS	IRF3_MAVS	unknown
IRF3	PURA	IRF3_PURA	unknown
IRF3	SOCS2	IRF3_SOCS2	unknown
IRF3	TLR3	IRF3_TLR3	unknown
IRF3	TLR4	IRF3_TLR4	unknown
IRF3	TNPO1	IRF3_TNPO1	unknown
IRF4	BCL6	IRF4_BCL6	unknown
IRF4	CD68	IRF4_CD68	unknown
IRF4	FCER2	IRF4_FCER2	unknown
IRF4	IRF3	IRF4_IRF3	unknown
IRF4	MS4A1	IRF4_MS4A1	unknown
IRF5	IFNA1	IRF5_IFNA1	unknown
IRF5	PDLIM7	IRF5_PDLIM7	unknown
IRF5	TNF	IRF5_TNF	unknown
IRF6	NR1H4	IRF6_NR1H4	unknown
IRF7	ATF4	IRF7_ATF4	unknown
IRF7	CCL5	IRF7_CCL5	unknown
IRF7	CD80	IRF7_CD80	unknown
IRF7	CXCL10	IRF7_CXCL10	unknown
IRF7	IFNA1	IRF7_IFNA1	unknown
IRF7	IFNA13	IRF7_IFNA13	unknown
IRF7	IFNA2	IRF7_IFNA2	unknown
IRF7	IFNB1	IRF7_IFNB1	unknown
IRF7	IFNL1	IRF7_IFNL1	unknown
IRF7	IFNL2	IRF7_IFNL2	unknown
IRF7	IFNL3	IRF7_IFNL3	unknown
IRF7	NR1H4	IRF7_NR1H4	unknown
IRF8	CD68	IRF8_CD68	unknown
IRF8	CFLAR	IRF8_CFLAR	unknown
IRF8	CYBB	IRF8_CYBB	unknown
IRF8	GAS2	IRF8_GAS2	unknown
IRF8	IL10	IRF8_IL10	unknown
IRF8	IL12A	IRF8_IL12A	unknown
IRF8	IL1B	IRF8_IL1B	unknown
IRF8	NCF2	IRF8_NCF2	unknown
IRF8	NF1	IRF8_NF1	unknown
IRF8	TLR3	IRF8_TLR3	unknown
IRF8	TLR4	IRF8_TLR4	unknown
IRF9	CCND2	IRF9_CCND2	unknown
IRF9	CDKN1A	IRF9_CDKN1A	unknown
IRF9	CDKN1B	IRF9_CDKN1B	unknown
IRF9	IFIT3	IRF9_IFIT3	unknown
IRF9	IL27	IRF9_IL27	unknown
IRF9	NCAM1	IRF9_NCAM1	unknown
IRF9	PML	IRF9_PML	unknown
IRF9	SP100	IRF9_SP100	unknown
ISL1	FGF10	ISL1_FGF10	unknown
ISL1	GCG	ISL1_GCG	unknown
ISL1	MEF2C	ISL1_MEF2C	unknown
JARID2	MYH6	JARID2_MYH6	unknown
JARID2	MYL7	JARID2_MYL7	unknown
JARID2	NPPA	JARID2_NPPA	unknown
JDP2	ATF3	JDP2_ATF3	unknown
JDP2	DDIT3	JDP2_DDIT3	unknown
JUN	ABCB1	JUN_ABCB1	unknown
JUN	ACTA1	JUN_ACTA1	unknown
JUN	ALOX12	JUN_ALOX12	unknown
JUN	APOC3	JUN_APOC3	unknown
JUN	APOM	JUN_APOM	unknown
JUN	APP	JUN_APP	unknown
JUN	AR	JUN_AR	unknown
JUN	ATF3	JUN_ATF3	unknown
JUN	BATF3	JUN_BATF3	unknown
JUN	BCL2L1	JUN_BCL2L1	unknown
JUN	BECN1	JUN_BECN1	unknown
JUN	BEX2	JUN_BEX2	unknown
JUN	BRCA1	JUN_BRCA1	unknown
JUN	CA2	JUN_CA2	unknown
JUN	CCK	JUN_CCK	unknown
JUN	CCL2	JUN_CCL2	unknown
JUN	CCL5	JUN_CCL5	unknown
JUN	CCND1	JUN_CCND1	unknown
JUN	CD82	JUN_CD82	unknown
JUN	CDK5R1	JUN_CDK5R1	unknown
JUN	CDKN1A	JUN_CDKN1A	unknown
JUN	CREM	JUN_CREM	unknown
JUN	CSF1	JUN_CSF1	unknown
JUN	CSF2	JUN_CSF2	unknown
JUN	CSTA	JUN_CSTA	unknown
JUN	CTGF	JUN_CTGF	unknown
JUN	CTSL	JUN_CTSL	unknown
JUN	CXCL8	JUN_CXCL8	unknown
JUN	CYP11A1	JUN_CYP11A1	unknown
JUN	CYP19A1	JUN_CYP19A1	unknown
JUN	CYP1A2	JUN_CYP1A2	unknown
JUN	CYP2J2	JUN_CYP2J2	unknown
JUN	DCN	JUN_DCN	unknown
JUN	DDIT3	JUN_DDIT3	unknown
JUN	DDX21	JUN_DDX21	unknown
JUN	EDN1	JUN_EDN1	unknown
JUN	EGFR	JUN_EGFR	unknown
JUN	ELN	JUN_ELN	unknown
JUN	ETS1	JUN_ETS1	unknown
JUN	ETS2	JUN_ETS2	unknown
JUN	EZH2	JUN_EZH2	unknown
JUN	EZR	JUN_EZR	unknown
JUN	F3	JUN_F3	unknown
JUN	FAS	JUN_FAS	unknown
JUN	FASLG	JUN_FASLG	unknown
JUN	FGF7	JUN_FGF7	unknown
JUN	VEGFD	JUN_VEGFD	unknown
JUN	FOSL1	JUN_FOSL1	unknown
JUN	GCLC	JUN_GCLC	unknown
JUN	GJA1	JUN_GJA1	unknown
JUN	GSTP1	JUN_GSTP1	unknown
JUN	HEY1	JUN_HEY1	unknown
JUN	IBSP	JUN_IBSP	unknown
JUN	IFNB1	JUN_IFNB1	unknown
JUN	IFNG	JUN_IFNG	unknown
JUN	IL12A	JUN_IL12A	unknown
JUN	IL12B	JUN_IL12B	unknown
JUN	IL1A	JUN_IL1A	unknown
JUN	IL1B	JUN_IL1B	unknown
JUN	IL2	JUN_IL2	unknown
JUN	IL23A	JUN_IL23A	unknown
JUN	IL24	JUN_IL24	unknown
JUN	IL3	JUN_IL3	unknown
JUN	IL5RA	JUN_IL5RA	unknown
JUN	IL6	JUN_IL6	unknown
JUN	ITGAX	JUN_ITGAX	unknown
JUN	ITGB8	JUN_ITGB8	unknown
JUN	JUN	JUN_JUN	unknown
JUN	KRT16	JUN_KRT16	unknown
JUN	LBP	JUN_LBP	unknown
JUN	LDHA	JUN_LDHA	unknown
JUN	LGALS3	JUN_LGALS3	unknown
JUN	LOR	JUN_LOR	unknown
JUN	MAP3K1	JUN_MAP3K1	unknown
JUN	MAPK8	JUN_MAPK8	unknown
JUN	MAT2A	JUN_MAT2A	unknown
JUN	MEF2D	JUN_MEF2D	unknown
JUN	MELTF	JUN_MELTF	unknown
JUN	MGMT	JUN_MGMT	unknown
JUN	MGP	JUN_MGP	unknown
JUN	MMP1	JUN_MMP1	unknown
JUN	MMP12	JUN_MMP12	unknown
JUN	MMP13	JUN_MMP13	unknown
JUN	MMP2	JUN_MMP2	unknown
JUN	MMP20	JUN_MMP20	unknown
JUN	MMP3	JUN_MMP3	unknown
JUN	MMP7	JUN_MMP7	unknown
JUN	MMP9	JUN_MMP9	unknown
JUN	MSR1	JUN_MSR1	unknown
JUN	MYB	JUN_MYB	unknown
JUN	MYC	JUN_MYC	unknown
JUN	NAMPT	JUN_NAMPT	unknown
JUN	NEFL	JUN_NEFL	unknown
JUN	NEIL1	JUN_NEIL1	unknown
JUN	NFKB2	JUN_NFKB2	unknown
JUN	NGF	JUN_NGF	unknown
JUN	NOS2	JUN_NOS2	unknown
JUN	NOS3	JUN_NOS3	unknown
JUN	NOX5	JUN_NOX5	unknown
JUN	NPY	JUN_NPY	unknown
JUN	NQO1	JUN_NQO1	unknown
JUN	NTS	JUN_NTS	unknown
JUN	OPRM1	JUN_OPRM1	unknown
JUN	OXTR	JUN_OXTR	unknown
JUN	PCK2	JUN_PCK2	unknown
JUN	PDHA1	JUN_PDHA1	unknown
JUN	PDK1	JUN_PDK1	unknown
JUN	PENK	JUN_PENK	unknown
JUN	PGR	JUN_PGR	unknown
JUN	PLAT	JUN_PLAT	unknown
JUN	PLAU	JUN_PLAU	unknown
JUN	PLAUR	JUN_PLAUR	unknown
JUN	POLD2	JUN_POLD2	unknown
JUN	PPARA	JUN_PPARA	unknown
JUN	PPARD	JUN_PPARD	unknown
JUN	PTGS2	JUN_PTGS2	unknown
JUN	PTN	JUN_PTN	unknown
JUN	RARA	JUN_RARA	unknown
JUN	RARB	JUN_RARB	unknown
JUN	RARG	JUN_RARG	unknown
JUN	RELB	JUN_RELB	unknown
JUN	REN	JUN_REN	unknown
JUN	RHOB	JUN_RHOB	unknown
JUN	RUNX2	JUN_RUNX2	unknown
JUN	SLC19A1	JUN_SLC19A1	unknown
JUN	SMAD7	JUN_SMAD7	unknown
JUN	SMN1	JUN_SMN1	unknown
JUN	SOD2	JUN_SOD2	unknown
JUN	SOX7	JUN_SOX7	unknown
JUN	SPI1	JUN_SPI1	unknown
JUN	SPRR1B	JUN_SPRR1B	unknown
JUN	SPRR3	JUN_SPRR3	unknown
JUN	STAR	JUN_STAR	unknown
JUN	STMN1	JUN_STMN1	unknown
JUN	SYK	JUN_SYK	unknown
JUN	TERT	JUN_TERT	unknown
JUN	TFF1	JUN_TFF1	unknown
JUN	TIMP2	JUN_TIMP2	unknown
JUN	TNC	JUN_TNC	unknown
JUN	TNF	JUN_TNF	unknown
JUN	TNFRSF10A	JUN_TNFRSF10A	unknown
JUN	TNFRSF1B	JUN_TNFRSF1B	unknown
JUN	TP53	JUN_TP53	unknown
JUN	TP73	JUN_TP73	unknown
JUN	TXN	JUN_TXN	unknown
JUN	UGT2B15	JUN_UGT2B15	unknown
JUN	VCAM1	JUN_VCAM1	unknown
JUN	VDR	JUN_VDR	unknown
JUN	VEGFA	JUN_VEGFA	unknown
JUNB	APOM	JUNB_APOM	unknown
JUNB	CD82	JUNB_CD82	unknown
JUNB	CDKN1A	JUNB_CDKN1A	unknown
JUNB	CDKN2A	JUNB_CDKN2A	unknown
JUNB	CLU	JUNB_CLU	unknown
JUNB	EGFR	JUNB_EGFR	unknown
JUNB	IL1B	JUNB_IL1B	unknown
JUNB	IL3	JUNB_IL3	unknown
JUNB	IL4	JUNB_IL4	unknown
JUNB	IVL	JUNB_IVL	unknown
JUNB	LOR	JUNB_LOR	unknown
JUNB	NQO1	JUNB_NQO1	unknown
JUNB	PTGS2	JUNB_PTGS2	unknown
JUNB	SFTPD	JUNB_SFTPD	unknown
JUNB	SMAD4	JUNB_SMAD4	unknown
JUND	BCL6	JUND_BCL6	unknown
JUND	CCL5	JUND_CCL5	unknown
JUND	CCND1	JUND_CCND1	unknown
JUND	CCR4	JUND_CCR4	unknown
JUND	CD40LG	JUND_CD40LG	unknown
JUND	CDKN1A	JUND_CDKN1A	unknown
JUND	CLU	JUND_CLU	unknown
JUND	CSTA	JUND_CSTA	unknown
JUND	ERBB2	JUND_ERBB2	unknown
JUND	F3	JUND_F3	unknown
JUND	FGFBP1	JUND_FGFBP1	unknown
JUND	FOSL1	JUND_FOSL1	unknown
JUND	GADD45A	JUND_GADD45A	unknown
JUND	GAST	JUND_GAST	unknown
JUND	GCLC	JUND_GCLC	unknown
JUND	IL3	JUND_IL3	unknown
JUND	IL5	JUND_IL5	unknown
JUND	IL6	JUND_IL6	unknown
JUND	ITGAV	JUND_ITGAV	unknown
JUND	ITGB3	JUND_ITGB3	unknown
JUND	IVL	JUND_IVL	unknown
JUND	MDM2	JUND_MDM2	unknown
JUND	MYB	JUND_MYB	unknown
JUND	NOS2	JUND_NOS2	unknown
JUND	NQO1	JUND_NQO1	unknown
JUND	NQO2	JUND_NQO2	unknown
JUND	NTS	JUND_NTS	unknown
JUND	PLAT	JUND_PLAT	unknown
JUND	PLAUR	JUND_PLAUR	unknown
JUND	PTGS2	JUND_PTGS2	unknown
JUND	SFTPD	JUND_SFTPD	unknown
JUND	SOX4	JUND_SOX4	unknown
JUND	TGFB1	JUND_TGFB1	unknown
JUND	TIMP1	JUND_TIMP1	unknown
KAT2B	CDK2	KAT2B_CDK2	unknown
KAT2B	CDKN1A	KAT2B_CDKN1A	unknown
KAT2B	CDKN1B	KAT2B_CDKN1B	unknown
KAT2B	CLOCK	KAT2B_CLOCK	unknown
KAT2B	CYP1B1	KAT2B_CYP1B1	unknown
KAT2B	IRF7	KAT2B_IRF7	unknown
KAT2B	LIN28A	KAT2B_LIN28A	unknown
KAT2B	NPAS2	KAT2B_NPAS2	unknown
KAT2B	RB1	KAT2B_RB1	unknown
KAT2B	SMAD4	KAT2B_SMAD4	unknown
KAT2B	TP73	KAT2B_TP73	unknown
KAT2B	YY1	KAT2B_YY1	unknown
KAT2B	ZEB1	KAT2B_ZEB1	unknown
KAT5	ERCC1	KAT5_ERCC1	unknown
KAT5	GMPS	KAT5_GMPS	unknown
KAT5	HDC	KAT5_HDC	unknown
KAT5	IL2	KAT5_IL2	unknown
KAT5	STAT3	KAT5_STAT3	unknown
KAT6A	HOXA9	KAT6A_HOXA9	unknown
KCNIP3	GCM1	KCNIP3_GCM1	unknown
KCNIP3	SLC8A3	KCNIP3_SLC8A3	unknown
KCNIP3	TG	KCNIP3_TG	unknown
KDM2A	EREG	KDM2A_EREG	unknown
KDM2A	NANOG	KDM2A_NANOG	unknown
KDM2A	SOX2	KDM2A_SOX2	unknown
KDM4B	AR	KDM4B_AR	unknown
KDM4B	CCNA1	KDM4B_CCNA1	unknown
KDM4B	CCND1	KDM4B_CCND1	unknown
KDM4B	ESR1	KDM4B_ESR1	unknown
KDM4B	WEE1	KDM4B_WEE1	unknown
KDM4C	JAG1	KDM4C_JAG1	unknown
KHDRBS1	AR	KHDRBS1_AR	unknown
KHDRBS1	IGF2	KHDRBS1_IGF2	unknown
KHDRBS1	LEP	KHDRBS1_LEP	unknown
KHSRP	RPL3	KHSRP_RPL3	unknown
KLF1	HBB	KLF1_HBB	unknown
KLF1	IL12B	KLF1_IL12B	unknown
KLF10	CDKN1A	KLF10_CDKN1A	unknown
KLF10	EGFR	KLF10_EGFR	unknown
KLF10	FGFR1	KLF10_FGFR1	unknown
KLF10	ITGAD	KLF10_ITGAD	unknown
KLF10	PTGS1	KLF10_PTGS1	unknown
KLF10	SERPINE1	KLF10_SERPINE1	unknown
KLF10	STMN1	KLF10_STMN1	unknown
KLF11	COL1A2	KLF11_COL1A2	unknown
KLF11	INS	KLF11_INS	unknown
KLF11	PDX1	KLF11_PDX1	unknown
KLF12	PRL	KLF12_PRL	unknown
KLF12	TFAP2A	KLF12_TFAP2A	unknown
KLF13	CCL5	KLF13_CCL5	unknown
KLF13	LDLR	KLF13_LDLR	unknown
KLF14	TGFBR2	KLF14_TGFBR2	unknown
KLF15	CLCNKA	KLF15_CLCNKA	unknown
KLF15	LRP5	KLF15_LRP5	unknown
KLF15	RBP3	KLF15_RBP3	unknown
KLF15	RHO	KLF15_RHO	unknown
KLF16	CDKN1A	KLF16_CDKN1A	unknown
KLF2	CCR5	KLF2_CCR5	unknown
KLF2	CCR7	KLF2_CCR7	unknown
KLF2	CDKN1A	KLF2_CDKN1A	unknown
KLF2	CXCR4	KLF2_CXCR4	unknown
KLF2	FABP5	KLF2_FABP5	unknown
KLF2	IL2	KLF2_IL2	unknown
KLF2	NOS3	KLF2_NOS3	unknown
KLF2	PPARG	KLF2_PPARG	unknown
KLF2	SELL	KLF2_SELL	unknown
KLF2	THBD	KLF2_THBD	unknown
KLF2	WEE1	KLF2_WEE1	unknown
KLF3	HBE1	KLF3_HBE1	unknown
KLF3	HBG1	KLF3_HBG1	unknown
KLF3	CKM	KLF3_CKM	unknown
KLF4	ALPI	KLF4_ALPI	unknown
KLF4	ATF3	KLF4_ATF3	unknown
KLF4	BDKRB2	KLF4_BDKRB2	unknown
KLF4	BIRC5	KLF4_BIRC5	unknown
KLF4	CCNB1	KLF4_CCNB1	unknown
KLF4	CCND1	KLF4_CCND1	unknown
KLF4	CD14	KLF4_CD14	unknown
KLF4	CDH1	KLF4_CDH1	unknown
KLF4	CDH5	KLF4_CDH5	unknown
KLF4	CDKN1A	KLF4_CDKN1A	unknown
KLF4	CDKN1B	KLF4_CDKN1B	unknown
KLF4	CDKN1C	KLF4_CDKN1C	unknown
KLF4	CDX2	KLF4_CDX2	unknown
KLF4	CYP1A1	KLF4_CYP1A1	unknown
KLF4	GDF15	KLF4_GDF15	unknown
KLF4	GPA33	KLF4_GPA33	unknown
KLF4	HBA1	KLF4_HBA1	unknown
KLF4	HBA2	KLF4_HBA2	unknown
KLF4	HDC	KLF4_HDC	unknown
KLF4	HSPA8	KLF4_HSPA8	unknown
KLF4	IFITM3	KLF4_IFITM3	unknown
KLF4	IL1B	KLF4_IL1B	unknown
KLF4	IL6	KLF4_IL6	unknown
KLF4	IVL	KLF4_IVL	unknown
KLF4	KRT19	KLF4_KRT19	unknown
KLF4	LAMA1	KLF4_LAMA1	unknown
KLF4	LAMA3	KLF4_LAMA3	unknown
KLF4	LXN	KLF4_LXN	unknown
KLF4	MMP2	KLF4_MMP2	unknown
KLF4	NANOG	KLF4_NANOG	unknown
KLF4	ODC1	KLF4_ODC1	unknown
KLF4	PFKP	KLF4_PFKP	unknown
KLF4	RARA	KLF4_RARA	unknown
KLF4	SOD1	KLF4_SOD1	unknown
KLF4	TAGLN	KLF4_TAGLN	unknown
KLF4	THBD	KLF4_THBD	unknown
KLF4	TP53	KLF4_TP53	unknown
KLF4	VDR	KLF4_VDR	unknown
KLF4	VEGFA	KLF4_VEGFA	unknown
KLF4	ZNF750	KLF4_ZNF750	unknown
KLF5	BIRC5	KLF5_BIRC5	unknown
KLF5	CCNB1	KLF5_CCNB1	unknown
KLF5	CCND1	KLF5_CCND1	unknown
KLF5	CDKN2B	KLF5_CDKN2B	unknown
KLF5	CXCR4	KLF5_CXCR4	unknown
KLF5	FASN	KLF5_FASN	unknown
KLF5	FGFBP1	KLF5_FGFBP1	unknown
KLF5	FOXO1	KLF5_FOXO1	unknown
KLF5	HIF1A	KLF5_HIF1A	unknown
KLF5	ITGB2	KLF5_ITGB2	unknown
KLF5	MMP9	KLF5_MMP9	unknown
KLF5	MYH11	KLF5_MYH11	unknown
KLF5	NOTCH1	KLF5_NOTCH1	unknown
KLF6	ASAH1	KLF6_ASAH1	unknown
KLF6	ATF3	KLF6_ATF3	unknown
KLF6	CCND1	KLF6_CCND1	unknown
KLF6	CDH1	KLF6_CDH1	unknown
KLF6	CDKN1A	KLF6_CDKN1A	unknown
KLF6	CERS2	KLF6_CERS2	unknown
KLF6	CGB5	KLF6_CGB5	unknown
KLF6	DAPK2	KLF6_DAPK2	unknown
KLF6	IGF1R	KLF6_IGF1R	unknown
KLF6	KRT12	KLF6_KRT12	unknown
KLF6	LAMA1	KLF6_LAMA1	unknown
KLF6	LTC4S	KLF6_LTC4S	unknown
KLF6	MMP9	KLF6_MMP9	unknown
KLF6	NOS2	KLF6_NOS2	unknown
KLF6	PMAIP1	KLF6_PMAIP1	unknown
KLF6	PSG3	KLF6_PSG3	unknown
KLF6	PSG5	KLF6_PSG5	unknown
KLF6	PTTG1	KLF6_PTTG1	unknown
KLF6	TFPI2	KLF6_TFPI2	unknown
KLF6	TXNIP	KLF6_TXNIP	unknown
KLF7	SLC13A4	KLF7_SLC13A4	unknown
KLF8	CDH1	KLF8_CDH1	unknown
KLF8	CDH2	KLF8_CDH2	unknown
KLF8	EPSTI1	KLF8_EPSTI1	unknown
KLF8	FN1	KLF8_FN1	unknown
KLF8	MMP14	KLF8_MMP14	unknown
KLF8	MMP9	KLF8_MMP9	unknown
KLF8	SLC22A3	KLF8_SLC22A3	unknown
KLF8	VIM	KLF8_VIM	unknown
KLF9	PDCD5	KLF9_PDCD5	unknown
KLF9	PGR	KLF9_PGR	unknown
KLF9	PMAIP1	KLF9_PMAIP1	unknown
